,Values
NAV,"11,729.39"
Open Price,"11,555.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"571.0 / 14,259.4"
Day Range,"11,530.00 – 11,620.00"
Year Range,"11,475.00 – 14,140.00"
SEC Yield ,—
12-Month Yield ,1.63%
Premium ,—
Expense Ratio,0.090%
Total Assets,63.3 Bil
