Sectors,Fund %,Category %
Basic Materials,7.18,8.70
Consumer Cyclical,10.90,13.65
Financial Services,11.50,11.56
Real Estate,0.04,0.29
Communication Services,2.52,2.34
Energy,1.77,1.96
Industrials,9.18,10.46
Technology,42.04,38.20
Consumer Defensive,6.09,6.64
Healthcare,7.60,4.97
Utilities,1.19,1.23
