,Values
NAV,"11,751.78"
Open Price,"11,635.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"99,808.0 / 19,327.5"
Day Range,"11,560.00 – 11,640.00"
Year Range,"11,475.00 – 14,140.00"
SEC Yield ,—
12-Month Yield ,1.63%
Premium ,—
Expense Ratio,0.090%
Total Assets,63.5 Bil
