,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.47,-0.73,-8.08,-6.67,-5.15,-12.05,—,—,—,—,—
Total Return % (NAV),0.82,1.32,-7.06,-6.41,-4.21,-11.91,—,—,—,—,-13.23
+/- Category (NAV),0.06,-0.16,0.04,0.37,0.66,0.98,—,—,—,—,—
+/- Index (NAV),0.82,0.07,-0.86,-2.70,-4.71,-2.13,—,—,—,—,—
