,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-5.15
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.21
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.66
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.65
Percentile Rank,—,—,—,—,—,—,—,—,—,—,48
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
