,Values
NAV,"19,983.18"
Open Price,"19,850.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"489,908.0 / 93,390.3"
Day Range,"19,670.00 – 19,850.00"
Year Range,"17,700.00 – 22,505.00"
SEC Yield ,—
12-Month Yield ,1.32%
Premium ,—
Expense Ratio,0.430%
Total Assets,218.2 Bil
