,Values
Sustainability Rate,Average
Percent Rank in Global Category,41%
Historical Sustainability Score,48.30
Global Category,Technology Sector Equity
Portfolio ESG,55.23
Controversy Deduction,5.60
Sustainability Score,49.63
Sustainability Mandate,No
