,Values
NAV,"19,983.18"
Open Price,"19,970.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"387,048.0 / 86,004.2"
Day Range,"19,875.00 – 20,085.00"
Year Range,"17,700.00 – 22,505.00"
SEC Yield ,—
12-Month Yield ,1.32%
Premium ,—
Expense Ratio,0.430%
Total Assets,218.2 Bil
