,Fund,Cat. Average,Index
Price/Earnings ,3.18,17.17,20.64
Price/Book ,0.91,2.04,3.84
Price/Sales ,0.43,1.37,2.36
Price/Cash Flow ,2.64,7.78,11.93
Dividend Yield % ,2.42,1.69,1.48
Long-Term Earnings % ,39.11,8.11,10.45
Historical Earnings % ,48.27,12.12,18.19
Sales Growth % ,9.23,7.65,8.61
Cash-Flow Growth % ,26.85,13.49,16.51
Book-Value Growth % ,10.97,7.62,8.68
