,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,107.96,0.00,107.96,86.29,—
Other,0.00,0.00,0.00,3.19,—
Cash,-7.96,94.11,86.15,21.37,—
Not Classified,0.00,0.00,0.00,0.94,—
