,Values
NAV,"11,798.63"
Open Price,"11,890.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,566.0 / 9,404.1"
Day Range,"11,850.00 – 11,940.00"
Year Range,"9,895.00 – 12,025.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.350%
Total Assets,6.0 Bil
