,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.37,0.12,2.85,5.53,6.98,12.49,2.36,5.02,—,—,—
Total Return % (NAV),-0.02,-0.24,2.41,5.16,6.69,12.11,2.21,4.98,—,—,5.15
+/- Category (NAV),-0.01,-0.20,1.51,3.22,3.73,7.57,0.47,2.60,—,—,—
+/- Index (NAV),-0.31,-0.46,0.41,1.20,1.40,3.88,-0.57,1.11,—,—,—
