,Values
NAV,"129,946.64"
Open Price,"130,360.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"24,152.0 / 12,487.7"
Day Range,"130,360.00 – 130,850.00"
Year Range,"118,000.00 – 130,855.00"
SEC Yield ,—
12-Month Yield ,1.95%
Premium ,—
Expense Ratio,0.180%
Total Assets,72.8 Bil
