,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.43,0.92,3.36,5.60,7.51,12.87,2.50,5.11,—,—,—
Total Return % (NAV),-0.03,0.22,2.89,5.58,7.19,12.63,2.37,5.08,—,—,5.21
+/- Category (NAV),-0.03,0.15,1.85,3.52,4.08,7.92,0.58,2.66,—,—,—
+/- Index (NAV),-0.33,-0.37,0.58,1.59,1.58,4.23,-0.50,1.14,—,—,—
