,Values
NAV,"129,339.02"
Open Price,"129,675.00"
Bid / Ask / Spread,"129,350.00 / 0.00 / 0.00%"
Volume / Avg,"35,133.0 / 12,069.9"
Day Range,"129,575.00 – 129,845.00"
Year Range,"117,610.00 – 130,855.00"
SEC Yield ,—
12-Month Yield ,1.95%
Premium ,—
Expense Ratio,0.180%
Total Assets,72.4 Bil
