,Values
NAV,"8,032.56"
Open Price,"8,025.00"
Bid / Ask / Spread,"8,020.00 / 8,025.00 / 0.06%"
Volume / Avg,"357,927.0 / 619,692.7"
Day Range,"8,000.00 – 8,135.00"
Year Range,"7,770.00 – 11,355.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,112.5 Bil
