,Values
NAV,"8,052.43"
Open Price,"7,915.00"
Bid / Ask / Spread,"7,845.00 / 7,900.00 / 0.70%"
Volume / Avg,"400,941.0 / 622,890.5"
Day Range,"7,875.00 – 7,990.00"
Year Range,"7,770.00 – 11,355.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,112.7 Bil
