,Values
NAV,"105,505.72"
Open Price,"105,495.00"
Bid / Ask / Spread,"0.00 / 116,050.00 / 0.00%"
Volume / Avg,"19,069.0 / 6,829.3"
Day Range,"105,435.00 – 105,515.00"
Year Range,"102,150.00 – 105,605.00"
SEC Yield ,—
12-Month Yield ,0.86%
Premium ,—
Expense Ratio,0.180%
Total Assets,86.5 Bil
