,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.09,0.13,0.95,1.69,3.29,4.66,2.98,3.17,—,—,—
Total Return % (NAV),-0.01,-0.00,0.86,1.77,3.21,4.57,2.96,3.18,—,—,3.75
+/- Category (NAV),0.01,-0.03,0.38,0.72,1.09,1.48,0.43,0.42,—,—,—
+/- Index (NAV),-0.17,-0.32,-0.57,-0.79,-1.15,-1.67,-0.03,-0.45,—,—,—
