,Values
NAV,"105,429.10"
Open Price,"105,515.00"
Bid / Ask / Spread,"0.00 / 116,035.00 / 0.00%"
Volume / Avg,"97.0 / 6,545.8"
Day Range,"105,445.00 – 105,515.00"
Year Range,"102,150.00 – 105,605.00"
SEC Yield ,—
12-Month Yield ,0.86%
Premium ,—
Expense Ratio,0.180%
Total Assets,86.5 Bil
