,Values
NAV,"8,708.63"
Open Price,"8,730.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"93.0 / 2,801.4"
Day Range,"8,685.00 – 8,745.00"
Year Range,"8,685.00 – 10,410.00"
SEC Yield ,—
12-Month Yield ,2.36%
Premium ,—
Expense Ratio,0.430%
Total Assets,5.2 Bil
