,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,18.88,-13.69,-8.68
Fund (NAV),—,—,—,—,—,—,—,—,19.18,-13.63,-8.31
+/ Category (NAV),—,—,—,—,—,—,—,—,-3.29,3.05,-4.88
+/- Index (Price),—,—,—,—,—,—,—,—,-13.35,3.94,-9.34
Percentile Rank,—,—,—,—,—,—,—,—,75,16,87
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015",41
