,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.98,-3.26,-8.99,-9.23,-10.25,-12.92,-3.41,—,—,—,—
Total Return % (NAV),-0.43,-1.43,-8.39,-8.69,-9.05,-12.32,-3.02,—,—,—,-1.92
+/- Category (NAV),-1.20,-2.92,-1.29,-1.91,-4.18,0.57,-1.98,—,—,—,—
+/- Index (NAV),-0.43,-2.69,-2.20,-4.97,-9.54,-2.53,-7.39,—,—,—,—
