,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,18.88,-13.69,-10.25
Fund (NAV),—,—,—,—,—,—,—,—,19.18,-13.63,-9.05
+/ Category (NAV),—,—,—,—,—,—,—,—,-3.29,3.05,-4.18
+/- Index (Price),—,—,—,—,—,—,—,—,-13.35,3.94,-10.74
Percentile Rank,—,—,—,—,—,—,—,—,75,16,90
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,284"
