,Values
NAV,"8,708.63"
Open Price,"8,600.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"23,598.0 / 3,062.9"
Day Range,"8,565.00 – 8,600.00"
Year Range,"8,565.00 – 10,410.00"
SEC Yield ,—
12-Month Yield ,2.36%
Premium ,—
Expense Ratio,0.430%
Total Assets,5.2 Bil
