ETF Name,Code,Quote,Trailing Return,Growth 10000,Risk,Asset Allocations,Sectors,StockStyle,Sustainability,Holdings
KBSTAR_200_Futures_Leverage,252400,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_200_Hea_&_Ind,285010,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_200_High_Dividend_CoveredCall_ATM,290080,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_200_Industrials,287320,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_200_Ste_&_Mat,285020,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_China_HSCEI(H),250730,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_China_H_Futures_Inverse_ETF(H),291680,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_Credit,136340,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KBSTAR_CSI100,174360,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KBSTAR_Domestic_Consumption_Plus,326230,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KBSTAR_Equity_Balanced,183710,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KBSTAR_Exporter,140570,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KBSTAR_F-KOSDAQ150_Inverse,275750,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_F-KOSDAQ150_Leverage_ETF,278240,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_Fixed_Income_Balanced,183700,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KBSTAR_Global_4IR_IT_(Synth_H),276650,20190816,20190814,20190814,NA,20190731,20190731,20190731,NA,20190731
KBSTAR_HealthCare,253280,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_HealthCare_Fixed_Income_Balanced,253290,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_High_Dividend,266160,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_Holding_Company,283930,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_IT_Plus,326240,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KBSTAR_Japan_Leverage(H),196220,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KBSTAR_KOSDAQ150_ETF,270810,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_KQ_High_Dividend,270800,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KQ_Momentum_LowVol,300300,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KQ_Momentum_Value,300310,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KRX300_ETF,292050,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_KRX300_Futures_Inverse,307020,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KRX300_Leverage,307010,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_KRX300_USD_Futures_Balanced,319870,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KTB_10Y_Futures,295000,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KTB_10Y_Futures_Inverse,295020,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KTB_3Y_Futures_Inverse,282000,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_KTB_3_Year,114100,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KBSTAR_Large_Cap_High_Dividen_10_TR,315960,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_MID-LONG_Term_KTB_Active,272570,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_Mid-Small_Cap_Momentum_LowVol,300280,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_Mid-Small_Cap_Momentum_Value,300290,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_Mid_Small_Cap_High_Dividend,281990,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_Momentum_LowVol,252730,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_Momentum_Value,252720,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KBSTAR_MSCI_China_Futures_(H),310080,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_Prime_Industry,140580,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KBSTAR_Short-Term_KTB_Active,272560,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_Short-term_MSB,196230,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KBSTAR_Synth-US_S&P_Oil&Gas_E&P(H),219390,20190816,20190814,20190814,20190731,20190731,20190731,20190731,NA,20190731
KBSTAR_Top5_Group,105780,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KBSTAR_US_T-Bond_Futures(H),267440,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_US_T-Bond_Futures_-2X(Synth_H),267500,20190816,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KBSTAR_US_T-Bond_Futures_2X(Synth_H),267490,20190816,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KBSTAR_US_T-Bond_Futures_Inverse(H),267450,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KBSTAR_V&S_Select_Value,234310,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KBSTAR_V&S_Select_Value_Fixed_Income_Bal,241390,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KB_KBSTAR_ESG_SRI_ETF,290130,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KB_Star_Game_Industry,300640,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KB_Star_KOSPI,302450,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_200,105190,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_Active_Korea_Treasury&Agency_Bd,272910,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KINDEX_China_A_CSI300,168580,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_Dividend_Growth,211260,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_Inverse,145670,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KINDEX_Japan_Leverage(H),196030,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KINDEX_Japan_Nikkei225(H),238720,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_Korean_Culture,226380,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_KOSDAQ(Synth),251890,20190814,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KINDEX_KOSPI,305050,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_KTB_Futures_Inverse,299080,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KINDEX_Leverage,152500,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_LKTB_Futures_Inverse,299070,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KINDEX_Money_Market,190620,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KINDEX_MSCI_Indonesia(Synth),256440,20190816,20190814,20190814,NA,20190731,20190731,20190731,NA,20190731
KINDEX_MSCI_Mexico(Synth)_ETF,291130,20190816,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KINDEX_MSCI_Philippines(Synth),261920,20190816,20190814,20190814,NA,20190731,20190731,20190731,NA,20190731
KINDEX_MSCI_Russia(Synth),265690,20190816,20190814,20190814,NA,20190731,20190731,20190731,NA,20190731
KINDEX_S&P_Asia_Top50_ETF,277540,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Samsung_Group_EW,131890,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_Samsung_Group_SW,108450,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_Singapore_REITs,316300,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Smart_High_Beta,322150,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Smart_Low_Volatility,322130,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Smart_Momentum,272220,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Smart_Quality,322120,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Smart_Value,272230,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Synth-China_Leverage,219900,20190816,20190814,20190814,20190731,20190731,NA,NA,NA,NA
KINDEX_Synth-Gold_Futures_Inverse2X(H),232590,20190816,20190814,20190814,20190731,20190630,20190630,20190630,NA,20190630
KINDEX_Synth-Gold_Futures_Leverage(H),225130,20190816,20190814,20190814,20190731,20190630,20190630,20190630,NA,20190630
KINDEX_Synth-Japan_Inverse(H),205720,20190816,20190814,20190814,20190731,20190630,20190630,20190630,NA,20190630
KINDEX_Synth-USRET(H),181480,20190816,20190814,20190814,20190731,20190731,20190731,20190731,NA,20190731
KINDEX_Treasury_Bond,114460,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KINDEX_US_Internet_ETF(Synth_H),280320,20190816,20190814,20190814,NA,20190731,20190731,20190731,NA,20190731
KINDEX_US_Wide_Moat,309230,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KINDEX_Value_Large_ETF,143460,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KINDEX_VietnamVN30(Synth),245710,20190816,20190814,20190814,20190731,20190731,NA,NA,NA,NA
KODEX_10Y_F-LKTB,152380,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_10Y_F-LKTB_Inverse,176950,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_200,069500,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_200_EW,252650,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_200_Futures_Inverse_2X,252670,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_200_Intrinsic_Value,223190,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_200_Mid-Small,226980,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_200_Total_Return,278530,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_200_US_Treasury_Notes_Balanced,284430,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_3Y_F-KTB_Inverse_ETF,292770,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
"KODEX_Active_Korea_FRN(Bank_1Y,_AAA)",273140,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_Active_Korea_Total_Bond_Market_AA-,273130,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_AUTOs,091180,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_BANKs,091170,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_BIO,244580,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_China_CSI300,283580,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_China_H,099140,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_China_H_Futures_Inverse_ETF(H),291660,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_China_H_Leverage(H),204450,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20180831,20190430
KODEX_ChiNext_ETF(Synth),256750,20190816,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KODEX_Constructions,117700,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Consumer_Discretionary,266390,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Consumer_Staples,266410,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Copper_Futures(H),138910,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_Dividend_Growth,211900,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Dividend_Value,325020,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KODEX_Energy&Chimicals,117460,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_FANG_Plus_(H),314250,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_FnKorea50,296710,20190813,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Fn_Growth,325010,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KODEX_FTSE_China_A50,169950,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Game_Industry,300950,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Gold_Futures(H),132030,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_Gold_Inverse_Futures,280940,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_Grains_Futures(H),271060,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_Growth_Div_Bal,237370,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_Growth_Inv,247790,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Healthcare,266420,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_High_Dividend,279530,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Insurance,140700,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Inverse,114800,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_IT_ETF,266370,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Japan_TOPIX100,101280,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Korea_Taiwan_IT_Premier,298770,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_KOSDAQ150_INVERSE,251340,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_KOSDAQ150_Leverage,233740,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_KOSDAQ_150,229200,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_KOSPI,226490,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_KOSPI_100_ETF,237350,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_KRW_Cash,153130,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_KRW_Cash_Plus,214980,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_KRX300_ETF,292190,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_KRX300_Futures_Inverse,306960,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_KRX300_Leverage,306950,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_KTOP30,229720,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Leverage,122630,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Machinary_&_Equipment,102960,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Media_&_Entertainment_ETF,266360,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Min_Vol,279540,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Momentum_Plus,244620,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Morningstar_Multiasset_High_Inc_H,321410,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KODEX_MSCI_Enhanced_Value,275290,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_MSCI_ESG_Universal_ETF,289040,20190814,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_MSCI_Korea,156080,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_MSCI_Korea_Total_Return,278540,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_MSCI_Momentum,275280,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_MSCI_Quality,275300,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_MSCI_World,251350,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Quality_Plus,244660,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Robo_ETF-Synth,276990,20190816,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KODEX_S&P500_Futures(H),219480,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_S&P_GInfra-Synth,269420,20190816,20190814,20190814,NA,20190630,20190630,20190630,NA,20190630
KODEX_Sams_Value,213610,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Secondary_Battery_Industry,305720,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Securities,102970,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Semicon,091160,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_SGX_MSCI_EM_Futures_ETF(H),291890,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_Silver_Futures(H),144600,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_Soybeans_Futures(H),138920,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_Steels,117680,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Synth-US_BIO,185680,20190816,20190814,20190814,20190731,20190731,20190731,20190731,NA,20190731
KODEX_Synth-US_Energy,218420,20190816,20190814,20190814,20190731,20190731,NA,NA,NA,NA
KODEX_Synth-US_Financials,200040,20190816,20190814,20190814,20190731,20190731,20190731,20190731,NA,20190731
KODEX_Synth-US_Industrial,200030,20190816,20190814,20190814,20190731,20190731,20190731,20190731,NA,20190731
KODEX_Synth-US_IT,200020,20190816,20190814,20190814,20190731,20190731,20190731,20190731,NA,20190731
KODEX_Synth-US_S&P_Div_Covered_Call,276970,20190816,20190814,20190814,NA,20180630,20180630,20180630,NA,20180630
KODEX_T-Note_Futures,308620,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_TBOND_3Y,114260,20190816,20190814,20190814,20190731,20190430,20190430,20190430,NA,20190430
KODEX_Top5Plus_Total_Return,315930,20190816,20190814,20190814,NA,20190430,20190430,20190430,20190630,20190430
KODEX_Transportation,140710,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_TRF3070,329650,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KODEX_TRF5050,329660,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KODEX_TRF7030,329670,20190816,20190814,20190814,NA,20190731,NA,NA,NA,NA
KODEX_Turnaround_Inv,247800,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_ULTRA_T-Bond_Futures(H),304660,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_ULTRA_T-Bond_Futures_Inverse(H),304670,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_USD_Futures,261240,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_USD_Futures_Inverse,261270,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_USD_Futures_Inverse2X,261260,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_USD_Futures_Leverage,261250,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_US_Nasdaq100_Futures_ETF(H),304940,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_US_Russell_2000(H),280930,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_Value_Inv,247780,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_Value_Plus,244670,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
KODEX_WTIOILF(H),261220,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KODEX_WTI_Crude_Oil_Futures_Inverse(H),271050,20190816,20190814,20190814,NA,20190430,20190430,20190430,NA,20190430
KOSEF_100,153270,20190816,20190814,20190814,20190731,20190430,20190430,20190430,20190630,20190430
