,Values
NAV,"13,390.10"
Open Price,"12,930.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,362.0 / 10,437.6"
Day Range,"12,910.00 – 13,110.00"
Year Range,"9,110.00 – 14,900.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.640%
Total Assets,9.4 Bil
