,Values
NAV,"13,390.10"
Open Price,"13,465.00"
Bid / Ask / Spread,"0.00 / 13,380.00 / 0.00%"
Volume / Avg,"8,117.0 / 10,385.2"
Day Range,"13,260.00 – 13,465.00"
Year Range,"9,110.00 – 14,900.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.640%
Total Assets,9.4 Bil
