,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-2.42,35.16
Fund (NAV),—,—,—,—,—,—,—,—,—,-2.04,37.95
+/ Category (NAV),—,—,—,—,—,—,—,—,—,11.40,21.80
+/- Index (Price),—,—,—,—,—,—,—,—,—,4.95,16.30
Percentile Rank,—,—,—,—,—,—,—,—,—,10,6
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
