,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-13.24
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-12.67
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-15.52
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-20.46
Percentile Rank,—,—,—,—,—,—,—,—,—,—,77
# of Funds in Category,—,—,—,—,—,—,—,—,—,47,54
