,Values
Sustainability Rate,Average
Percent Rank in Global Category,51%
Historical Sustainability Score,44.77
Global Category,Financials Sector Equity
Portfolio ESG,49.10
Controversy Deduction,4.43
Sustainability Score,44.67
Sustainability Mandate,No
