,Values
NAV,"9,554.96"
Open Price,"9,650.00"
Bid / Ask / Spread,"9,655.00 / 9,660.00 / 0.05%"
Volume / Avg,22.4 Mil / 19.4 Mil
Day Range,"9,635.00 – 9,720.00"
Year Range,"6,030.00 – 10,430.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,188.2 Bil
