,Values
NAV,"7,325.05"
Open Price,"7,335.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 55.0
Day Range,"7,335.00 – 7,365.00"
Year Range,"7,100.00 – 9,895.00"
SEC Yield ,—
12-Month Yield ,0.77%
Premium ,—
Expense Ratio,0.500%
Total Assets,3.3 Bil
