,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-9.95
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-9.32
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-4.45
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-10.44
Percentile Rank,—,—,—,—,—,—,—,—,—,—,91
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
