,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.07,-0.94,-9.96,-14.85,-9.95,-20.08,—,—,—,—,—
Total Return % (NAV),1.24,1.65,-10.79,-12.94,-9.32,-19.03,—,—,—,—,-23.63
+/- Category (NAV),0.47,0.16,-3.69,-6.16,-4.45,-6.14,—,—,—,—,—
+/- Index (NAV),1.24,0.39,-4.59,-9.23,-9.82,-9.25,—,—,—,—,—
