,Values
NAV,"12,102.78"
Open Price,"12,730.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,536.0 / 2,952.5"
Day Range,"12,365.00 – 12,795.00"
Year Range,"8,480.00 – 12,795.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,8.5 Bil
