,Values
NAV,"12,354.81"
Open Price,"12,390.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"6,829.0 / 3,073.0"
Day Range,"12,320.00 – 12,425.00"
Year Range,"8,480.00 – 12,795.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,8.6 Bil
