,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),2.75,4.17,14.32,22.56,30.22,33.07,—,—,—,—,—
Total Return % (NAV),-0.32,3.49,10.74,19.23,25.24,31.09,—,—,—,—,8.55
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
