,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,84%
Historical Sustainability Score,39.36
Global Category,Korea Equity
Portfolio ESG,44.31
Controversy Deduction,4.68
Sustainability Score,39.63
Sustainability Mandate,No
