,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,72.66,0.00,72.66,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,4.23,0.00,4.23,0.80,0.00
Cash,0.36,4.21,4.57,3.21,0.00
Not Classified,22.76,0.00,22.76,1.64,0.01
