Sectors,Fund %,Category %
Basic Materials,27.08,8.70
Consumer Cyclical,15.39,13.65
Financial Services,15.24,11.56
Real Estate,2.46,0.29
Communication Services,6.41,2.34
Energy,2.47,1.96
Industrials,18.92,10.46
Technology,0.00,38.20
Consumer Defensive,12.04,6.64
Healthcare,0.00,4.97
Utilities,0.00,1.23
