,Values
NAV,"7,728.97"
Open Price,"7,670.00"
Bid / Ask / Spread,"7,645.00 / 0.00 / 0.00%"
Volume / Avg,"76,107.0 / 28,981.2"
Day Range,"7,615.00 – 7,670.00"
Year Range,"7,615.00 – 9,355.00"
SEC Yield ,—
12-Month Yield ,4.61%
Premium ,—
Expense Ratio,0.360%
Total Assets,56.4 Bil
