,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.71,-0.39,-8.22,-10.20,-8.87,-12.46,—,—,—,—,—
Total Return % (NAV),-0.64,-1.12,-7.53,-10.44,-8.05,-12.33,—,—,—,—,-9.37
+/- Category (NAV),-0.69,-0.94,-0.50,-2.48,-3.28,1.41,—,—,—,—,—
+/- Index (NAV),-0.95,-0.48,-1.58,-5.97,-8.72,-1.93,—,—,—,—,—
