,Values
NAV,"7,760.01"
Open Price,"7,720.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"11,910.0 / 31,151.0"
Day Range,"7,655.00 – 7,720.00"
Year Range,"7,645.00 – 9,355.00"
SEC Yield ,—
12-Month Yield ,4.61%
Premium ,—
Expense Ratio,0.360%
Total Assets,56.6 Bil
