Sectors,Fund %,Category %
Basic Materials,7.25,6.42
Consumer Cyclical,11.00,10.04
Financial Services,11.50,14.39
Real Estate,0.04,0.89
Communication Services,2.51,2.37
Energy,1.67,1.90
Industrials,9.20,8.43
Technology,42.12,33.92
Consumer Defensive,5.97,6.36
Healthcare,7.55,14.24
Utilities,1.19,1.05
