,Values
Sustainability Rate,Average
Percent Rank in Global Category,62%
Historical Sustainability Score,42.16
Global Category,Trading Tools
Portfolio ESG,49.86
Controversy Deduction,7.40
Sustainability Score,42.46
Sustainability Mandate,No
