,Values
NAV,"8,145.80"
Open Price,"8,025.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"697.0 / 7,483.9"
Day Range,"7,975.00 – 8,030.00"
Year Range,"7,880.00 – 11,150.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.590%
Total Assets,8.1 Bil
