,Values
NAV,"8,108.79"
Open Price,"8,000.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,766.0 / 7,234.5"
Day Range,"7,900.00 – 8,040.00"
Year Range,"7,880.00 – 11,150.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.590%
Total Assets,8.1 Bil
