,Values
NAV,"7,701.63"
Open Price,"7,625.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,241.0 / 3,837.4"
Day Range,"7,385.00 – 7,645.00"
Year Range,"7,385.00 – 13,400.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.720%
Total Assets,9.2 Bil
