Sectors,Fund %,Category %
Basic Materials,49.53,6.42
Consumer Cyclical,2.80,10.04
Financial Services,0.00,14.39
Real Estate,0.00,0.89
Communication Services,0.00,2.37
Energy,25.55,1.90
Industrials,6.97,8.43
Technology,15.16,33.92
Consumer Defensive,0.00,6.36
Healthcare,0.00,14.24
Utilities,0.00,1.05
