,Values
NAV,"7,774.64"
Open Price,"7,555.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,921.0 / 3,660.8"
Day Range,"7,555.00 – 7,775.00"
Year Range,"7,385.00 – 13,400.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.720%
Total Assets,9.3 Bil
