,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,79%
Historical Sustainability Score,40.53
Global Category,Trading Tools
Portfolio ESG,50.21
Controversy Deduction,8.63
Sustainability Score,41.58
Sustainability Mandate,No
