,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.06,-2.94,-22.07,-20.19,-29.16,-40.59,-6.38,—,—,—,—
Total Return % (NAV),5.15,-0.19,-18.13,-17.47,-27.76,-40.02,-5.59,—,—,—,-7.44
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
