,Values
NAV,"8,484.41"
Open Price,"8,385.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"248,954.0 / 302,538.3"
Day Range,"8,295.00 – 8,385.00"
Year Range,"7,840.00 – 14,395.00"
SEC Yield ,—
12-Month Yield ,0.96%
Premium ,—
Expense Ratio,0.210%
Total Assets,158.0 Bil
