,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.59,0.30,-14.62,-24.10,-26.90,-31.97,—,—,—,—,—
Total Return % (NAV),2.03,4.58,-14.23,-22.97,-26.71,-31.50,—,—,—,—,-7.06
+/- Category (NAV),1.15,1.13,-5.03,-11.17,-17.74,-13.64,—,—,—,—,—
+/- Index (NAV),2.03,4.49,-4.26,-7.25,-11.62,-13.12,—,—,—,—,—
