,Values
Sustainability Rate,Low
Percent Rank in Global Category,98%
Historical Sustainability Score,35.76
Global Category,Korea Equity
Portfolio ESG,36.44
Controversy Deduction,0.08
Sustainability Score,36.36
Sustainability Mandate,No
