,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.09,-26.90
Fund (NAV),—,—,—,—,—,—,—,—,—,-16.34,-26.71
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.80,-17.74
+/- Index (Price),—,—,—,—,—,—,—,—,—,-5.20,-11.81
Percentile Rank,—,—,—,—,—,—,—,—,—,40,99
# of Funds in Category,—,—,—,—,—,—,—,—,272,369,476
