,Values
NAV,"4,163.87"
Open Price,"4,160.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"18,250.0 / 5,854.8"
Day Range,"4,160.00 – 4,200.00"
Year Range,"4,115.00 – 5,115.00"
SEC Yield ,—
12-Month Yield ,2.30%
Premium ,—
Expense Ratio,0.260%
Total Assets,7.5 Bil
