,Values
NAV,"4,163.87"
Open Price,"4,140.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"585.0 / 5,862.9"
Day Range,"4,115.00 – 4,155.00"
Year Range,"4,115.00 – 5,115.00"
SEC Yield ,—
12-Month Yield ,2.30%
Premium ,—
Expense Ratio,0.260%
Total Assets,7.5 Bil
