Sectors,Fund %,Category %
Basic Materials,7.92,8.70
Consumer Cyclical,10.40,13.65
Financial Services,13.20,11.56
Real Estate,0.00,0.29
Communication Services,3.28,2.34
Energy,2.08,1.96
Industrials,6.78,10.46
Technology,43.80,38.20
Consumer Defensive,6.75,6.64
Healthcare,4.49,4.97
Utilities,1.30,1.23
