,Values
Sustainability Rate,High
Percent Rank in Global Category,5%
Historical Sustainability Score,43.21
Global Category,Korea Equity
Portfolio ESG,51.54
Controversy Deduction,7.91
Sustainability Score,43.63
Sustainability Mandate,No
