,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.36,-0.36,-7.05,-3.93,-1.88,-9.61,2.37,0.53,3.69,—,—
Total Return % (NAV),0.80,0.95,-6.23,-4.34,-1.36,-9.94,2.59,0.59,3.75,—,3.43
+/- Category (NAV),0.04,-0.53,0.87,2.44,3.51,2.95,3.64,1.56,1.52,—,—
+/- Index (NAV),0.80,-0.30,-0.03,-0.63,-1.85,-0.15,-1.78,-1.83,-1.17,—,—
