,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,8.14,1.30,-5.61,1.36,10.88,25.06,-15.59,-3.78
Fund (NAV),—,—,—,8.13,1.30,-5.63,1.38,11.82,24.68,-15.11,-3.83
+/ Category (NAV),—,—,—,1.15,0.19,-0.55,-2.64,11.14,2.20,1.56,1.04
+/- Index (Price),—,—,—,-6.19,-1.22,1.55,4.18,-2.94,-7.18,2.04,-4.27
Percentile Rank,—,—,—,45,46,42,55,2,39,24,43
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
