Sectors,Fund %,Category %
Basic Materials,6.97,8.70
Consumer Cyclical,9.82,13.65
Financial Services,12.10,11.56
Real Estate,0.00,0.29
Communication Services,3.04,2.34
Energy,2.28,1.96
Industrials,7.20,10.46
Technology,46.92,38.20
Consumer Defensive,5.96,6.64
Healthcare,4.26,4.97
Utilities,1.45,1.23
